case_id,query,source_index,chunk_id,classification,source_content
curriculum-alternative-study,สรุปความแตกต่างของ 3 รูปแบบในหมวดวิชาการศึกษาทางเลือก (Alternative Study) พร้อมระบุจำนวนหน่วยกิตที่ต้องเก็บในหมวดนี้,6,course_095,FP,01076421 การออกแบบระบบสมองกลฝังตัว วิชาบังคับก่อน: 01076112 พื้นฐานระบบดิจิตอล ภาพรวมของระบบสมองกลฝังตัว การสื่อสารระหว่างระบบต่างๆ การเชื่อมต่อกับ ภายนอก การประหยัดพลังงาน ความปลอดภัย และเสถียรภาพ หลักการออกแบบ วิธีการ เครื่องมือที่ใช้ ออกแบบ และกรณีศึกษา
curriculum-alternative-study,สรุปความแตกต่างของ 3 รูปแบบในหมวดวิชาการศึกษาทางเลือก (Alternative Study) พร้อมระบุจำนวนหน่วยกิตที่ต้องเก็บในหมวดนี้,7,course_113,FP,01076559 สถาปัตยกรรมและการออกแบบซอฟต์แวร์ วิชาบังคับก่อน: 01076005 โครงสร้างข้อมูลและอัลกอริทึม หรือ 01076109 โครงสร้างข้อมูลเชิงวัตถุ วิชานี้แนะนำแนวคิดพื้นฐานและหลักการของการออกแบบซอฟต์แวร์และสถาปัตยกรรม ซอฟต์แวร์ โดยเริ่มจากประเด็นที่สำคัญในการออกแบบ และรูปแบบของการออกแบบ ภาพรวมของ โครงสร้างและรูปแบบของสถาปัตยกรรมซอฟต์แวร์ แนวทางปฏิบัติและขั้นตอนในการสร้างและวิเคราะห์ สถาปัตยกรรมซอฟต์แวร์ โดยให้ความสำคัญกับประเด็นเรื่องคุณภาพและสถาปัตยกรรมของซอฟต์แวร์ นักศึกษาจะได้ฝึกปฏิบัติในการออกแบบโปรแกรมประยุกต์และกรณีศึกษาของสถาปัตยกรรมซอฟต์แวร์
course-ml-description,Provide the official course description and primary learning outcomes for '01076532 MACHINE LEARNING'.,0,course_133,FP,"01076532 การเรียนรู้ของเครื่อง วิชาบังคับก่อน: ไม่มี วิชานี้แนะนําภาพรวมของการเรียนรู้ของเครื่องและการรู้จํารูปแบบเชิงสถิติ เนื้อหาประกอบด้วย การเรียนรู้แบบมีผู้ดูแล (การเรียนรู้แบบทั่วไปและการเรียนรู้แบบจําแนก, การเรียนรู้แบบสัมพันธ์และไม่ สัมพันธ์กับตัวแปร, เครือข่ายนิวรัล, ซัพพอร์ตเวกเตอร์แมชชีน) การเรียนรู้แบบไม่มีผู้ดูแล (การจัดกลุ่ม, การลดมิติ, ระบบให้คําแนะนํา, การเรียนรู้แบบลึก) ทฤษฎีการเรียนรู้ การเรียนรู้แบบมีแรงเสริม และการ ควบคุมการปรับตัว"
course-ml-description,Provide the official course description and primary learning outcomes for '01076532 MACHINE LEARNING'.,1,course_136,FP,"01076582 ARTIFICIAL INTELLIGENCE PREREQUISITE: NONE Meanings of artificial intelligence; Various knowledge representations, such as semantic networks, frames, rules, logic, etc.; Problem solving by search, i.e. uninformed search, heuristic search, playing games using search, elementary logic, logical reasoning, knowledge base systems, rule-based production systems; Expert systems; Machine learning, planning; Intelligent agents; Computer languages for artificial intelligence."
course-ml-description,Provide the official course description and primary learning outcomes for '01076532 MACHINE LEARNING'.,2,course_138,FP,01076533 DEEP LEARNING PREREQUISITE: NONE Types of learning; Linear classification with perception; Basic optimization with gradient descent; Fully connected neural network; Loss function; Back-propagation algorithm; Convolutional neural network
course-ml-description,Provide the official course description and primary learning outcomes for '01076532 MACHINE LEARNING'.,3,course_102,FP,01076564 DESIGN AND ANALYSIS OF ALGORITHMS PREREQUISITE: 01076005 DATA STRUCTURES AND ALGORITHM OR 01076109 OBJECT ORIENTED DATA STRUCTURES Theory and techniques of algorithm; Algorithm design; Searching; Selecting; Sorting; Graph Theory; Number Theory; Encryption; Greedy method; Divide and Conquer; Dynamic Programming; Backtracking; Branch-and-Bound; Elementary ideas and results on discrete probability; mathematical foundations needed to support measures of complexity and performance; Complexity analysis; Resource measuring tools
course-ml-description,Provide the official course description and primary learning outcomes for '01076532 MACHINE LEARNING'.,4,course_014,FP,01076253 PROBABILITY AND STATISTICS PREREQUISITE: NONE Introduction to probability and statistics; probability; random variables; discrete probability distributions; continuous probability distributions; sampling distributions; random samples and distribution; estimation; hypothesis testing. Linear Regression and Correlation Analysis.
course-ml-description,Provide the official course description and primary learning outcomes for '01076532 MACHINE LEARNING'.,5,course_050,FP,"01076263 DATABASE SYSTEMS PREREQUISITE: NONE Database system concepts; files and databases; database system architecture; data entities and relationships; data modeling using Entity -Relation Diagrams and normalization technique; hierarchical, network and relational models of databases; query language and database language."
course-ml-description,Provide the official course description and primary learning outcomes for '01076532 MACHINE LEARNING'.,6,course_124,FP,"01076598 INTRODUCTION TO DATA ANALYTICS PREREQUISITE: NONE This course presents a wide range of data analytic techniques and is structured around the broad contours of the different types of data analytics, namely, descriptive, inferential, predictive, and prescriptive analytics."
course-ml-description,Provide the official course description and primary learning outcomes for '01076532 MACHINE LEARNING'.,7,course_072,FP,"01076037 USER EXPERIENCE AND USER INTERFACE PROJECT PREREQUISITE: 01076105 OBJECT ORIENTED PROGRAMMING This course provides a comprehensive overview of the user experience and user interface design process, and is intended to familiarize students with the methods, concepts, and techniques necessary to make user experience design an integral part of developing information interfaces. The course provides students with an opportunity to acquire the resources, skills, and hands-on experience they need to design, develop, and evaluate information interfaces from a user-centered design perspective."
course-algorithms-prereq,What are the specific prerequisite courses and minimum grade requirements for '01076564 DESIGN AND ANALYSIS OF ALGORITHMS'?,0,course_101,FP,01076564 การออกแบบและวิเคราะห์อัลกอริทึม วิชาบังคับก่อน: 01076005 โครงสร้างข้อมูลและอัลกอริทึม หรือ 01076109 โครงสร้างข้อมูลเชิงวัตถุ ทฤษฎีและเทคนิคของการวิเคราะห์และออกแบบอัลกอริทึม แนวทางออกแบบ อัลกอริทึม การแก้ปัญหาในรูปแบบต่างๆ ซึ่งประกอบด้วย การค้นหาข้อมูล การเลือกข้อมูล การเรียง ข้อมูล ทฤษฎีของ กราฟ ทฤษฎีตัวเลข และการเข้ารหัสลับ วิธีการหาคําตอบแบบต่างๆ ได้แก่ วิธีการกรีดดี้ วิธีการแบ่งและ จัดการ การโปรแกรมแบบไดนามิก การย้อนกลับ การคํานวณเวลาและทรัพยากรที่ใช้ในการทํางาน แนวคิดเบื้องต้นและผลลัพธ์บนความน่าจะเป็น คณิตศาสตร์พื้นฐานสําหรับการวัดความซับซ้อนของ อัลกอริทึม การวิเคราะห์ความซับซ้อน เครื่องมือวัดทรัพยากร
course-algorithms-prereq,What are the specific prerequisite courses and minimum grade requirements for '01076564 DESIGN AND ANALYSIS OF ALGORITHMS'?,1,course_104,FP,"01076568 HUMAN COMPUTER INTERACTION PREREQUISITE: NONE Human computer interaction, human factors, psychology, task analysis, user-centered design, usability engineering, interface design and evaluation, ubiquitous computing, collaborative and virtual environment"
course-algorithms-prereq,What are the specific prerequisite courses and minimum grade requirements for '01076564 DESIGN AND ANALYSIS OF ALGORITHMS'?,2,course_110,FP,01076596 SYSTEM REQUIREMENTS ENGINEERING PREREQUISITE: 01076034 PRINCIPLES OF SOFTWARE DEVELOPMENT PROCESS Introduction to requirements engineering techniques for software- intensive systems. Requirements Modeling. Requirements Elicitation. Software Requirements Specification (SRS) document. Requirements Representation (Formal and Informal). Requirements Validation
course-algorithms-prereq,What are the specific prerequisite courses and minimum grade requirements for '01076564 DESIGN AND ANALYSIS OF ALGORITHMS'?,3,course_106,FP,01076589 ADVANCED DATABASE SYSTEMS PREREQUISITE: 01076263 DATABASE SYSTEMS Database management systems; structure and components; physical databases; access mechanisms; query processing; transaction processing; recovery control; concurrency control; distributed database systems; object-oriented databases; deductive databases
course-algorithms-prereq,What are the specific prerequisite courses and minimum grade requirements for '01076564 DESIGN AND ANALYSIS OF ALGORITHMS'?,4,course_126,FP,01076567 IMAGE PROCESSING PREREQUISITE: NONE Image Signal; Analysis Image Signal; Image Acquisition; Image Enhancement in the Spatial Domain; Image Enhancement in the Frequency Domain; Image Filtering; Image Segmentation; Image Representation; Image Coding.
course-algorithms-prereq,What are the specific prerequisite courses and minimum grade requirements for '01076564 DESIGN AND ANALYSIS OF ALGORITHMS'?,5,course_118,FP,01076574 DATA WAREHOUSE PREREQUISITE: NONE Technology and Components of Data Warehouse; Data Warehouse and Data Mart Development; Dimensional Modeling Development; Strategy of Data Warehouse Development; Data Warehouse Design; Development case studies.
course-cn-placement,วิชา 'Computer Networks' ถูกจัดอยู่ในแผนการเรียนของชั้นปีใด และภาคการศึกษาใด?,0,ocr_document_44016f4d-acd1-4389-898d-f8bb800da202_6_6,TP,"<page_number>29</page_number>

ปีที่ 3 ภาคการศึกษาที่ 1
(สำหรับการศึกษาทางเลือกแบบ สหกิจศึกษา)

<table><tr><td>รหัสวิชา</td><td>ชื่อวิชา</td><td>หน่วยกิต (บรรยาย-ปฏิบัติ-ศึกษาด้วย ตนเอง)</td></tr><tr><td>01076121</td><td>ทฤษฎีการคำนวณ<br/>THEORY OF COMPUTATION</td><td>3 (3-0-6)</td></tr><tr><td>01076011</td><td>ระบบปฏิบัติการ<br/>OPERATING SYSTEMS</td><td>3 (3-0-6)</td></tr><tr><td>01076050</td><td>การประยุกต์และพัฒนาไมโครคอนโทรลเลอร์<br/>MICROCONTROLLER APPLICATION AND DEVELOPMENT</td><td>3 (3-0-6)</td></tr><tr><td>01076051</td><td>โครงงานไมโครคอนโทรลเลอร์<br/>MICROCONTROLLER PROJECT</td><td>1 (0-3-2)</td></tr><tr><td>01076034</td><td>หลักการของกระบวนการพัฒนาซอฟต์แวร์<br/>PRINCIPLES OF SOFTWARE DEVELOPMENT PROCESS</td><td>3 (3-0-6)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกในกลุ่มวิชาชีพ - บังคับเลือก<br/>CE PROFESSIONAL COMPULSARY ELECTIVE</td><td>3 (2-3-6)</td></tr><tr><td>90xxxxxx</td><td>วิชาเลือกศึกษาทั่วไป<br/>GENERAL EDUCATION ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td>รวม</td><td></td><td>19</td></tr></table>

ปีที่ 3 ภาคการศึกษาที่ 2

<table><tr><td>รหัสวิชา</td><td>ชื่อวิชา</td><td>หน่วยกิต (บรรยาย-ปฏิบัติ-ศึกษาด้วย ตนเอง)</td></tr><tr><td>01076263</td><td>ระบบฐานข้อมูล<br/>DATABASE SYSTEMS</td><td>3 (3-0-6)</td></tr><tr><td>01076016</td><td>การเตรียมโครงงานวิศวกรรมคอมพิวเตอร์<br/>COMPUTER ENGINEERING PROJECT PREPARATION</td><td>2 (1-3-2)</td></tr><tr><td>01076040</td><td>มาตรฐานและเทคโนโลยีเครือข่าย<br/>INTERNETWORKING STANDARDS AND TECHNOLOGIES</td><td>3 (3-0-6)</td></tr><tr><td>01076041</td><td>ปฏิบัติการมาตรฐานและเทคโนโลยีเครือข่าย<br/>INTERNETWORKING STANDARDS AND TECHNOLOGIES IN PRACTICE</td><td>1 (0-3-2)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกในกลุ่มวิชาชีพ - บังคับเลือก<br/>CE PROFESSIONAL COMPULSARY ELECTIVE</td><td>3 (2-3-6)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกในกลุ่มวิชาชีพ - บังคับเลือก<br/>CE PROFESSIONAL COMPULSARY ELECTIVE</td><td>3 (2-3-6)</td></tr><tr><td>90xxxxxx</td><td>วิชาเลือกศึกษาทั่วไป<br/>GENERAL EDUCATION ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td>90xxxxxx</td><td>วิชาเลือกศึกษาทั่วไป<br/>GENERAL EDUCATION ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td>รวม</td><td></td><td>21</td></tr></table>"
course-cn-placement,วิชา 'Computer Networks' ถูกจัดอยู่ในแผนการเรียนของชั้นปีใด และภาคการศึกษาใด?,1,ocr_document_44016f4d-acd1-4389-898d-f8bb800da202_8_8,TP,"<page_number>31</page_number>

ปีที่ 3 ภาคการศึกษาที่ 1
(สำหรับการศึกษาทางเลือกแบบ การปฏิบัติการฝึกงานต่างประเทศ)

<table><tr><td>รหัสวิชา</td><td>ชื่อวิชา</td><td>หน่วยกิต<br/>(บรรยาย-ปฏิบัติ-ศึกษาด้วย<br/>ตนเอง)</td></tr><tr><td>01076121</td><td>ทฤษฎีการคำนวณ<br/>THEORY OF COMPUTATION</td><td>3 (3-0-6)</td></tr><tr><td>01076011</td><td>ระบบปฏิบัติการ<br/>OPERATING SYSTEMS</td><td>3 (3-0-6)</td></tr><tr><td>01076050</td><td>การประยุกต์และพัฒนาไมโครคอนโทรลเลอร์<br/>MICROCONTROLLER APPLICATION AND DEVELOPMENT</td><td>3 (3-0-6)</td></tr><tr><td>01076051</td><td>โครงงานไมโครคอนโทรลเลอร์<br/>MICROCONTROLLER PROJECT</td><td>1 (0-3-2)</td></tr><tr><td>01076034</td><td>หลักการของกระบวนการพัฒนาซอฟต์แวร์<br/>PRINCIPLES OF SOFTWARE DEVELOPMENT PROCESS</td><td>3 (3-0-6)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกในกลุ่มวิชาชีพ - บังคับเลือก<br/>CE PROFESSIONAL COMPULSARY ELECTIVE</td><td>3 (2-3-6)</td></tr><tr><td>90xxxxxx</td><td>วิชาเลือกศึกษาทั่วไป<br/>GENERAL EDUCATION ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td>รวม</td><td></td><td>19</td></tr></table>

ปีที่ 3 ภาคการศึกษาที่ 2

<table><tr><td>รหัสวิชา</td><td>ชื่อวิชา</td><td>หน่วยกิต<br/>(บรรยาย-ปฏิบัติ-ศึกษาด้วย<br/>ตนเอง)</td></tr><tr><td>01076263</td><td>ระบบฐานข้อมูล<br/>DATABASE SYSTEMS</td><td>3 (3-0-6)</td></tr><tr><td>01076016</td><td>การเตรียมโครงงานวิศวกรรมคอมพิวเตอร์<br/>COMPUTER ENGINEERING PROJECT PREPARATION</td><td>2 (1-3-2)</td></tr><tr><td>01076040</td><td>มาตรฐานและเทคโนโลยีเครือข่าย<br/>INTERNETWORKING STANDARDS AND TECHNOLOGIES</td><td>3 (3-0-6)</td></tr><tr><td>01076041</td><td>ปฏิบัติการมาตรฐานและเทคโนโลยีเครือข่าย<br/>INTERNETWORKING STANDARDS AND TECHNOLOGIES<br/>IN PRACTICE</td><td>1 (0-5-2)<br/>3-6)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกในกลุ่มวิชาชีพ - บังคับเลือก<br/>CE PROFESSIONAL COMPULSARY ELECTIVE</td><td>3 (2-3-6)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกในกลุ่มวิชาชีพ - บังคับเลือก<br/>CE PROFESSIONAL COMPULSARY ELECTIVE</td><td>3 (2-3-6)</td></tr><tr><td>90xxxxxx</td><td>วิชาเลือกศึกษาทั่วไป<br/>GENERAL EDUCATION ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td>รวม</td><td></td><td>21</td></tr></table>"
course-cn-placement,วิชา 'Computer Networks' ถูกจัดอยู่ในแผนการเรียนของชั้นปีใด และภาคการศึกษาใด?,2,ocr_document_44016f4d-acd1-4389-898d-f8bb800da202_2_2,TP,"<page_number>25</page_number>

ปีที่ 2 ภาคการศึกษาที่ 2

<table><tr><td>รหัสวิชา</td><td>ชื่อวิชา</td><td>หน่วยกิต<br/>(บรรยาย-ปฏิบัติ-ศึกษาด้วยตนเอง)</td></tr><tr><td>01076253</td><td>ความน่าจะเป็นและสถิติ<br/>PROBABILITY AND STATISTICS</td><td>3 (3-0-6)</td></tr><tr><td>01076119</td><td>การพัฒนาโปรแกรมบนเว็บ<br/>WEB APPLICATION DEVELOPMENT</td><td>3 (3-0-6)</td></tr><tr><td>01076120</td><td>โครงงานพัฒนาโปรแกรมบนเว็บ<br/>WEB APPLICATION DEVELOPMENT PROJECT</td><td>1 (0-3-2)</td></tr><tr><td>01076114</td><td>องค์ประกอบและสถาปัตยกรรมคอมพิวเตอร์<br/>COMPUTER ORGANIZATION AND ARCHITECTURE</td><td>3 (3-0-6)</td></tr><tr><td>01076115</td><td>ปฏิบัติการองค์ประกอบคอมพิวเตอร์<br/>COMPUTER ORGANIZATION IN PRACTICE</td><td>1 (0-3-2)</td></tr><tr><td>01076116</td><td>เครือข่ายคอมพิวเตอร์<br/>COMPUTER NETWORKS</td><td>3 (3-0-6)</td></tr><tr><td>01076117</td><td>ปฏิบัติการเครือข่ายคอมพิวเตอร์<br/>COMPUTER NETWORKS IN PRACTICE</td><td>1 (0-3-2)</td></tr><tr><td>90xxxxxx</td><td>วิชาเลือกศึกษาทั่วไป<br/>GENERAL EDUCATION ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td colspan=""2"">รวม</td><td>18</td></tr></table>

มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง"
course-cn-placement,วิชา 'Computer Networks' ถูกจัดอยู่ในแผนการเรียนของชั้นปีใด และภาคการศึกษาใด?,3,ocr_document_44016f4d-acd1-4389-898d-f8bb800da202_4_4,TP,"<page_number>27</page_number>

ปีที่ 3 ภาคการศึกษาที่ 2

<table><tr><td>รหัสวิชา</td><td>ชื่อวิชา</td><td>หน่วยกิต (บรรยาย-ปฏิบัติ-ศึกษาด้วยตนเอง)</td></tr><tr><td>01076263</td><td>ระบบฐานข้อมูล<br/>DATABASE SYSTEMS</td><td>3 (3-0-6)</td></tr><tr><td>01076016</td><td>การเตรียมโครงงานวิศวกรรมคอมพิวเตอร์<br/>COMPUTER ENGINEERING PROJECT PREPARATION</td><td>2 (1-3-2)</td></tr><tr><td>01076040</td><td>มาตรฐานและเทคโนโลยีเครือข่าย<br/>INTERNETWORKING STANDARDS AND TECHNOLOGIES</td><td>3 (3-0-6)</td></tr><tr><td>01076041</td><td>ปฏิบัติการมาตรฐานและเทคโนโลยีเครือข่าย<br/>INTERNETWORKING STANDARDS AND TECHNOLOGIES IN PRACTICE</td><td>1 (0-3-2)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกในกลุ่มวิชาชีพ - บังคับเลือก<br/>CE PROFESSIONAL COMPULSARY ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกเฉพาะสาขา<br/>ELECTIVE IN COMPUTER ENGINEERING</td><td>3 (3-0-6)</td></tr><tr><td>90xxxxxx</td><td>วิชาเลือกศึกษาทั่วไป<br/>GENERAL EDUCATION ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td colspan=""2"">รวม</td><td>18</td></tr></table>

มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง"
course-cn-placement,วิชา 'Computer Networks' ถูกจัดอยู่ในแผนการเรียนของชั้นปีใด และภาคการศึกษาใด?,4,ocr_document_44016f4d-acd1-4389-898d-f8bb800da202_0_0,FP,"<page_number>23</page_number>

3.1.4 แผนการศึกษา
ปีที่ 1 ภาคการศึกษาที่ 1

<table><tr><td>รหัสวิชา</td><td>ชื่อวิชา</td><td>หน่วยกิต (บรรยาย-ปฏิบัติ-ศึกษาด้วยตนเอง)</td></tr><tr><td>01076140</td><td>แคลคูลัส 1<br/>CALCULUS 1</td><td>3 (3-0-6)</td></tr><tr><td>01076101</td><td>วิศวกรรมคอมพิวเตอร์เบื้องต้น<br/>INTRODUCTION TO COMPUTER ENGINEERING</td><td>3 (3-0-6)</td></tr><tr><td>01076103</td><td>พื้นฐานการเขียนโปรแกรมคอมพิวเตอร์<br/>PROGRAMMING FUNDAMENTAL</td><td>2 (2-0-4)</td></tr><tr><td>01076104</td><td>โครงงานโปรแกรมคอมพิวเตอร์<br/>PROGRAMMING PROJECT</td><td>1 (0-3-2)</td></tr><tr><td>90642036</td><td>เตรียมความพร้อมสำหรับวิศวกร<br/>PRE-ACTIVITIES FOR ENGINEERS</td><td>1 (0-3-0)</td></tr><tr><td>90641001</td><td>โรงเรียนสร้างเสน่ห์<br/>CHARM SCHOOL</td><td>2 (1-2-3)</td></tr><tr><td>90641003</td><td>กีฬาและนันทนาการ<br/>SPORTS AND RECREATIONAL ACTIVITIES</td><td>1 (0-3-2)</td></tr><tr><td>90644007</td><td>ภาษาอังกฤษพื้นฐาน 1<br/>FOUNDATION ENGLISH 1</td><td>3 (3-0-6)</td></tr><tr><td colspan=""2"">รวม</td><td>16</td></tr></table>

มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าเจ้าคุณทหารลาดกระบัง"
course-cn-placement,วิชา 'Computer Networks' ถูกจัดอยู่ในแผนการเรียนของชั้นปีใด และภาคการศึกษาใด?,5,ocr_document_44016f4d-acd1-4389-898d-f8bb800da202_7_7,FP,"<page_number>30</page_number>

ปีที่ 4 ภาคการศึกษาที่ 1
(สำหรับการศึกษาทางเลือกแบบ สหกิจศึกษา)

<table><tr><td>รหัสวิชา</td><td>ชื่อวิชา</td><td>หน่วยกิต<br/>(บรรยาย-ปฏิบัติ-ศึกษาด้วย<br/>ตนเอง)</td></tr><tr><td>01006029</td><td>สหกิจศึกษา<br/>CO-OPERATIVE EDUCATION</td><td>6 (0-45-0)</td></tr><tr><td colspan=""2"">รวม</td><td>6</td></tr></table>

ปีที่ 4 ภาคการศึกษาที่ 2
(สำหรับการศึกษาทางเลือกแบบ สหกิจศึกษา)

<table><tr><td>รหัสวิชา</td><td>ชื่อวิชา</td><td>หน่วยกิต<br/>(บรรยาย-ปฏิบัติ-ศึกษาด้วย<br/>ตนเอง)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกเฉพาะสาขา<br/>ELECTIVE IN COMPUTER ENGINEERING</td><td>3 (3-0-6)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกเฉพาะสาขา<br/>ELECTIVE IN COMPUTER ENGINEERING</td><td>3 (3-0-6)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกเฉพาะสาขา<br/>ELECTIVE IN COMPUTER ENGINEERING</td><td>3 (3-0-6)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกเฉพาะสาขา<br/>ELECTIVE IN COMPUTER ENGINEERING</td><td>3 (3-0-6)</td></tr><tr><td>90xxxxxx</td><td>วิชาเลือกศึกษาทั่วไป<br/>GENERAL EDUCATION ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td>xxxxxxx</td><td>วิชาในหมวดวิชาเลือกเสรี<br/>FREE ELECTIVE</td><td>3 (x-x-x)</td></tr><tr><td>xxxxxxx</td><td>วิชาในหมวดวิชาเลือกเสรี<br/>FREE ELECTIVE</td><td>3 (x-x-x)</td></tr><tr><td colspan=""2"">รวม</td><td>21</td></tr></table>"
course-cn-placement,วิชา 'Computer Networks' ถูกจัดอยู่ในแผนการเรียนของชั้นปีใด และภาคการศึกษาใด?,6,ocr_document_44016f4d-acd1-4389-898d-f8bb800da202_5_5,FP,"<page_number>28</page_number>

ปีที่ 4 ภาคการศึกษาที่ 1
(สำหรับการศึกษาทางเลือกแบบ การศึกษาเชิงปฏิบัติการ)

<table><tr><td>รหัสวิชา</td><td>ชื่อวิชา</td><td>หน่วยกิต (บรรยาย-ปฏิบัติ-ศึกษาด้วยตนเอง)</td></tr><tr><td>01076311</td><td>โครงงาน 1<br/>PROJECT 1</td><td>3 (0-9-0)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกในกลุ่มวิชาชีพ - บังคับเลือก<br/>CE PROFESSIONAL COMPULSARY ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกเฉพาะสาขา<br/>ELECTIVE IN COMPUTER ENGINEERING</td><td>3 (3-0-6)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกเฉพาะสาขา<br/>ELECTIVE IN COMPUTER ENGINEERING</td><td>3 (3-0-6)</td></tr><tr><td>xxxxxxxx</td><td>วิชาในหมวดวิชาเลือกเสรี<br/>FREE ELECTIVE</td><td>3 (x-x-x)</td></tr><tr><td colspan=""2"">รวม</td><td>15</td></tr></table>

ปีที่ 4 ภาคการศึกษาที่ 2
(สำหรับการศึกษาทางเลือกแบบ การศึกษาเชิงปฏิบัติการ)

<table><tr><td>รหัสวิชา</td><td>ชื่อวิชา</td><td>หน่วยกิต (บรรยาย-ปฏิบัติ-ศึกษาด้วยตนเอง)</td></tr><tr><td>01076312</td><td>โครงงาน 2<br/>PROJECT 2</td><td>3 (0-9-0)</td></tr><tr><td>0107xxxx</td><td>วิชาเลือกเฉพาะสาขา<br/>ELECTIVE IN COMPUTER ENGINEERING</td><td>3 (3-0-6)</td></tr><tr><td>90xxxxxx</td><td>วิชาเลือกศึกษาทั่วไป<br/>GENERAL EDUCATION ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td>90xxxxxx</td><td>วิชาเลือกศึกษาทั่วไป<br/>GENERAL EDUCATION ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td>xxxxxxxx</td><td>วิชาในหมวดวิชาเลือกเสรี<br/>FREE ELECTIVE</td><td>3 (3-0-6)</td></tr><tr><td colspan=""2"">รวม</td><td>15</td></tr></table>"
